title,duration,rating,stars,votes
Spy Kids 2: Island of Lost Dreams,100 min,5.2,"['Robert Rodriguez', '| ', '    Stars:', 'Alexa PenaVega, ', 'Daryl Sabara, ', 'Antonio Banderas, ', 'Carla Gugino']","67,870"
Tribes of Europa,,6.7,"['Henriette Confurius, ', 'Emilio Sakraya, ', 'David Ali Rashed, ', 'Melika Foroutan']","12,284"
Taken 2,92 min,6.2,"['Olivier Megaton', '| ', '    Stars:', 'Liam Neeson, ', 'Famke Janssen, ', 'Maggie Grace, ', 'Leland Orser']","306,820"
High Seas,50 min,6.8,"['Ivana Baquero, ', 'Jon Kortajarena, ', 'Alejandra Onieva, ', 'Eloy Azorín']","7,480"
Dude,97 min,5.1,"['Olivia Milch', '| ', '    Stars:', 'Lucy Hale, ', 'Kathryn Prescott, ', 'Alexandra Shipp, ', 'Awkwafina']","7,134"
Relic,89 min,6.0,"['Natalie Erika James', '| ', '    Stars:', 'Robyn Nevin, ', 'Emily Mortimer, ', 'Bella Heathcote, ', 'Steve Rodgers']","26,791"
Cuties,96 min,3.5,"['Maïmouna Doucouré', '| ', '    Stars:', 'Fathia Youssouf, ', 'Médina El Aidi-Azouni, ', 'Esther Gohourou, ', 'Ilanah Cami-Goursolas']","30,717"
Berserk,24 min,6.8,"['Max Mittelman, ', 'Sarah Anne Williams, ', 'Erik Scott Kimerer, ', 'Hiroaki Iwanaga']","6,089"
Tall Girl,101 min,5.2,"['Nzingha Stewart', '| ', '    Stars:', 'Ava Michelle, ', 'Griffin Gluck, ', 'Sabrina Carpenter, ', 'Paris Berelc']","23,890"
Single All the Way,99 min,6.1,"['Michael Mayer', '| ', '    Stars:', 'Michael Urie, ', 'Philemon Chambers, ', 'Luke Macfarlane, ', 'Barry Bostwick']","15,424"
Army of the Dead: Lost Vegas,,,"['Tig Notaro, ', 'Monica Barbaro, ', 'Jena Malone, ', 'Anya Chalotra']",
Because This Is My First Life,70 min,8.1,"['Jung So-Min, ', 'Lee Min-ki, ', 'Esom, ', 'Byeong-eun Park']","4,952"
The Letdown,30 min,7.4,"['Alison Bell, ', 'Duncan Fellows, ', 'Leon Ford, ', 'Sacha Horler']","3,447"
The Get Down,52 min,8.2,"['Justice Smith, ', 'Shameik Moore, ', 'Herizen F. Guardiola, ', 'Skylan Brooks']","22,628"
The One I Love,91 min,7.0,"['Charlie McDowell', '| ', '    Stars:', 'Mark Duplass, ', 'Elisabeth Moss, ', 'Ted Danson, ', 'Kiana Cason']","40,089"
Country Comfort,25 min,6.8,"['Katharine McPhee, ', 'Eddie Cibrian, ', 'Ricardo Hurtado, ', 'Jamie Martin Mann']","3,530"
KILL la KILL,25 min,7.9,"['Ami Koshimizu, ', 'Aya Suzaki, ', 'Toshihiko Seki, ', ""Shin'ichirô Miki""]","14,244"
Love and Leashes,117 min,6.3,"['Hyeon-jin Park', '| ', '    Stars:', 'Seohyun, ', 'Joon-Young Lee, ', 'Jennifer Sun Bell, ', 'Lee El']","4,570"
Konosuba: God's Blessing on This Wonderful World!,24 min,7.8,"['Jun Fukushima, ', 'Sora Amamiya, ', 'Rie Takahashi, ', 'Ai Kayano']","10,903"
Sijipeuseu: The Myth,70 min,7.0,"['Cho Seung-woo, ', 'Park Shin-Hye, ', 'Dawn Anderson, ', 'In-ho Tae']","3,960"
Hellsing Ultimate,50 min,8.3,"['Katie Gray, ', 'Crispin Freeman, ', 'Victoria Harwood, ', 'Ralph Lister']","23,275"
Nobody Sleeps in the Woods Tonight,102 min,4.9,"['Bartosz M. Kowalski', '| ', '    Stars:', 'Julia Wieniawa-Narkiewicz, ', 'Michal Lupa, ', 'Wiktoria Gasiewska, ', 'Stanislaw Cywka']","11,895"
Blitz,97 min,6.1,"['Elliott Lester', '| ', '    Stars:', 'Jason Statham, ', 'Paddy Considine, ', 'Aidan Gillen, ', 'Zawe Ashton']","87,345"
Halston,240 min,7.5,"['Ewan McGregor, ', 'Rebecca Dayan, ', 'David Pittu, ', 'Krysta Rodriguez']","15,020"
Rake,60 min,8.5,"['Richard Roxburgh, ', 'Matt Day, ', 'Kate Box, ', 'Caroline Brazier']","7,976"
Hit & Run,,7.0,"['Lior Raz, ', 'Kaelen Ohm, ', 'Moran Rosenblatt, ', 'Neta Orbach']","8,950"
Feel the Beat,109 min,6.3,"['Elissa Down', '| ', '    Stars:', 'Sofia Carson, ', 'Pamela MacDonald, ', 'Sonia Laplante, ', 'Nayo']","11,438"
The Night Comes for Us,121 min,6.9,"['Timo Tjahjanto', '| ', '    Stars:', 'Iko Uwais, ', 'Joe Taslim, ', 'Julie Estelle, ', 'Hannah Al Rashid']","26,222"
Wu Assassins,44 min,6.4,"['Iko Uwais, ', 'Byron Mann, ', 'Li Jun Li, ', 'Lawrence Kao']","13,186"
The Last Thing He Wanted,115 min,4.3,"['Dee Rees', '| ', '    Stars:', 'Anne Hathaway, ', 'Ben Affleck, ', 'Rosie Perez, ', 'Willem Dafoe']","15,484"
One Shot,96 min,5.6,"['James Nunn', '| ', '    Stars:', 'Scott Adkins, ', 'Ashley Greene, ', 'Ryan Phillippe, ', 'Emmanuel Imani']","4,530"
Apollo 10½: A Space Age Childhood,97 min,7.3,"['Richard Linklater', '| ', '    Stars:', 'Milo Coy, ', 'Jack Black, ', 'Lee Eddy, ', 'Bill Wise']","7,599"
Jeanne du Barry,,,"['Maïwenn', '| ', '    Stars:', 'Johnny Depp, ', 'Maïwenn, ', 'Melvil Poupaud, ', 'Pierre Richard']",
The 7 Lives of Lea,45 min,7.5,"['Raïka Hazanavicius, ', 'Khalil Ben Gharbia, ', 'Marguerite Thiam, ', 'Maïra Schmitt']","3,323"
Black Mirror: Bandersnatch,90 min,7.1,"['David Slade', '| ', '    Stars:', 'Fionn Whitehead, ', 'Craig Parkinson, ', 'Alice Lowe, ', 'Asim Chaudhry']","126,454"
The Uncanny Counter,65 min,8.1,"['Byeong-gyu Jo, ', 'Joon-Sang Yoo, ', 'Se-Jeong Kim, ', 'Yeom Hye-ran']","6,413"
Valeria,47 min,6.5,"['Diana Gómez, ', 'Silma López, ', 'Paula Malia, ', 'Teresa Riott']","5,840"
Thar,108 min,6.1,"['Raj Singh Chaudhary', '| ', '    Stars:', 'Anil Kapoor, ', 'Harshvardhan Kapoor, ', 'Fatima Sana Shaikh, ', 'Jitendra Joshi']","5,178"
Unthinkable,97 min,7.0,"['Gregor Jordan', '| ', '    Stars:', 'Samuel L. Jackson, ', 'Carrie-Anne Moss, ', 'Michael Sheen, ', 'Stephen Root']","88,545"
Control Z,37 min,6.9,"['Ana Valeria Becerril, ', 'Michael Ronda, ', 'Yankel Stevan, ', 'Luis Curiel']","9,294"
Queer Eye,45 min,8.5,"['Jonathan Van Ness, ', 'Antoni Porowski, ', 'Karamo Brown, ', 'Tan France']","18,935"
Fistful of Vengeance,96 min,4.4,"['Roel Reiné', '| ', '    Stars:', 'Iko Uwais, ', 'Lewis Tan, ', 'Lawrence Kao, ', 'Pearl Thusi']","6,565"
Welcome Home,97 min,5.2,"['George Ratliff', '| ', '    Stars:', 'Emily Ratajkowski, ', 'Aaron Paul, ', 'Riccardo Scamarcio, ', 'Katy Louise Saunders']","7,838"
Gurren Lagann,24 min,8.3,"['Tetsuya Kakihara, ', 'Shizuka Itô, ', 'Yuri Lowenthal, ', 'Marina Inoue']","18,195"
The Concubine,122 min,6.0,"['Dae-seung Kim', '| ', '    Stars:', 'Cho Yeo-jeong, ', 'Dong-wook Kim, ', 'Min-Joon Kim, ', 'Ji-Young Park']","2,200"
Teenage Bounty Hunters,50 min,7.6,"['Maddie Phillips, ', 'Anjelica Bette Fellini, ', 'Kadeem Hardison, ', 'Virginia Williams']","11,916"
Onder Vuur,47 min,6.7,"['Louis Talpe, ', 'Lien De Graeve, ', 'Lynn Van Royen, ', 'Sam Louwyck']",429
Claymore,24 min,8.0,"['Todd Haberkorn, ', 'Stephanie Young, ', 'Houko Kuwashima, ', 'Cherami Leigh']","13,743"
The Division,,,"['Rawson Marshall Thurber', '| ', '    Stars:', 'Jessica Chastain, ', 'Jake Gyllenhaal']",
Comedians in Cars Getting Coffee,20 min,8.0,"['Jerry Seinfeld, ', 'Michael Richards, ', 'Mario Joyner, ', 'Jimmy Fallon']","12,681"
Rebelde,48 min,6.4,"['Azul Guaita Bracamontes, ', 'Franco Masini, ', 'Sergio Mayer Mori, ', 'Andrea Chaparro']","6,073"
Berlin Syndrome,116 min,6.2,"['Cate Shortland', '| ', '    Stars:', 'Teresa Palmer, ', 'Max Riemelt, ', 'Matthias Habich, ', 'Emma Bading']","25,468"
Pretty Smart,30 min,5.8,"['Emily Osment, ', 'Gregg Sulkin, ', 'Olivia Macklin, ', 'Cinthya Carmona']","4,662"
Hospital Playlist,84 min,8.8,"['Jo Jung-Suk, ', 'Yoo Yeon-Seok, ', 'Jung Kyung-ho, ', 'Dae-Myung Kim']","5,360"
Gabby's Dollhouse,24 min,7.0,"['Laila Lockhart Kraner, ', 'Tucker Chandler, ', 'Donovan Patton, ', 'Juliet Donenfeld']",425
Giri/Haji,461 min,7.8,"['Takehiro Hira, ', 'Kelly Macdonald, ', 'Yôsuke Kubozuka, ', 'Will Sharpe']","14,301"
The Real Housewives of Atlanta,44 min,4.4,"['Kandi Burruss, ', 'Cynthia Bailey, ', 'NeNe Leakes, ', 'Kenya Moore']","3,803"
Perfume,45 min,7.0,"['Friederike Becht, ', 'August Diehl, ', 'Wotan Wilke Möhring, ', 'Natalia Belitski']","9,042"
Big Bug,111 min,5.5,"['Jean-Pierre Jeunet', '| ', '    Stars:', 'Isabelle Nanty, ', 'Elsa Zylberstein, ', 'Claude Perron, ', 'Stéphane De Groodt']","8,020"
Chicken Run: Dawn of the Nugget,,,"['Sam Fell', '| ', '    Stars:', 'Imelda Staunton, ', 'Thandiwe Newton, ', 'Bella Ramsey, ', 'Zachary Levi']",
On Becoming a God in Central Florida,46 min,7.1,"['Kirsten Dunst, ', 'Théodore Pellerin, ', 'Mel Rodriguez, ', 'Beth Ditto']","6,938"
Fun Mom Dinner,81 min,5.3,"['Alethea Jones', '| ', '    Stars:', 'Katie Aselton, ', 'Toni Collette, ', 'Bridget Everett, ', 'Molly Shannon']","5,779"
Lady Chatterley's Lover,103 min,,"['Laure de Clermont-Tonnerre', '| ', '    Stars:', 'Emma Corrin, ', 'Joely Richardson, ', 'Faye Marsay, ', ""Jack O'Connell""]",
Aranyak,48 min,7.8,"['Parambrata Chattopadhyay, ', 'Raveena Tandon, ', 'Ashutosh Rana, ', 'Zakhir Hussain']","9,298"
Darling in the Franxx,24 min,7.4,"['Yûto Uemura, ', 'Kana Ichinose, ', 'Nanami Yamashita, ', 'Saori Hayami']","10,062"
Our Planet,403 min,9.3,['David Attenborough'],"43,175"
Touch of Evil,95 min,8.0,"['Orson Welles', '| ', '    Stars:', 'Charlton Heston, ', 'Orson Welles, ', 'Janet Leigh, ', 'Joseph Calleia']","104,511"
Arthdal Chronicles,80 min,8.3,"['Song Joong-ki, ', 'Kim Ji-Won, ', 'Jang Dong-Gun, ', 'Kim Ok-bin']","4,503"
Lost Bullet,92 min,6.3,"['Guillaume Pierret', '| ', '    Stars:', 'Alban Lenoir, ', 'Nicolas Duvauchelle, ', 'Ramzy Bedia, ', 'Stéfi Celma']","9,690"
Kung Fu Panda: The Dragon Knight,24 min,5.9,"['Rita Ora, ', 'Jack Black, ', 'Chris Geere, ', 'Della Saba']","1,347"
White Gold,30 min,7.4,"['Ed Westwick, ', 'James Buckley, ', 'Joe Thomas, ', 'Linzey Cocker']","11,485"
Lab Rats,22 min,6.6,"['William Brent, ', 'Spencer Boldman, ', 'Kelli Berglund, ', 'Tyrel Jackson Williams']","6,191"
Dead End: Paranormal Park,30 min,6.5,"['Zach Barack, ', 'Kody Kavitha, ', 'Emily Osment, ', 'Clinton Leupp']","1,926"
Legend of the Blue Sea,60 min,8.2,"['Jun Ji-hyun, ', 'Lee Min-Ho, ', 'Lee Hee-joon, ', 'Won Ho Shin']","9,238"
Wheel of Fortune,30 min,6.7,"['Pat Sajak, ', 'Vanna White, ', ""Charlie O'Donnell, "", 'Jim Thornton']","3,198"
Game Over Man!,101 min,5.4,"['Kyle Newacheck', '| ', '    Stars:', 'Adam Devine, ', 'Anders Holm, ', 'Blake Anderson, ', 'Chloe Bridges']","30,573"
Chad & JT Go Deep,20 min,7.2,"['Tom Allen, ', 'Michael Klimkowski, ', 'Kevin Fard, ', 'J.T. Parr']",413
Mute,126 min,5.4,"['Duncan Jones', '| ', '    Stars:', 'Alexander Skarsgård, ', 'Paul Rudd, ', 'Justin Theroux, ', 'Levi Eisenblätter']","35,557"
Trollhunters: Tales of Arcadia,23 min,8.4,"['Charlie Saxton, ', 'Lexi Medrano, ', 'Anton Yelchin, ', 'Kelsey Grammer']","17,005"
Buy My House,30 min,5.7,"['Nina Parker, ', 'Danisha Danielle Wrighster, ', 'Brandon Copeland, ', 'Pamela Liebman']",145
Killers,100 min,5.4,"['Robert Luketic', '| ', '    Stars:', 'Katherine Heigl, ', 'Ashton Kutcher, ', 'Tom Selleck, ', ""Catherine O'Hara""]","92,179"
Restless,95 min,5.8,"['Régis Blondeau', '| ', '    Stars:', 'Franck Gastambide, ', 'Simon Abkarian, ', 'Michaël Abiteboul, ', 'Tracy Gotoas']","4,453"
A Man Apart,109 min,6.0,"['F. Gary Gray', '| ', '    Stars:', 'Vin Diesel, ', 'Timothy Olyphant, ', 'Larenz Tate, ', 'Geno Silva']","47,628"
Mimi,132 min,7.9,"['Rajesh Bhatia, ', 'Laxman Utekar', '| ', '    Stars:', 'Kriti Sanon, ', 'Evelyn Edwards, ', 'Pankaj Tripathi, ', 'Sai Tamhankar']","39,063"
Office Christmas Party,105 min,5.8,"['Josh Gordon, ', 'Will Speck', '| ', '    Stars:', 'Jason Bateman, ', 'Olivia Munn, ', 'T.J. Miller, ', 'Jennifer Aniston']","80,088"
Isn't It Romantic,89 min,5.9,"['Todd Strauss-Schulson', '| ', '    Stars:', 'Rebel Wilson, ', 'Liam Hemsworth, ', 'Adam Devine, ', 'Priyanka Chopra Jonas']","70,076"
Love Island,42 min,4.9,"['Matthew Hoffman, ', 'Iain Stirling, ', 'Zeta Morrison, ', 'Timmy Pandolfi']",977
Jimmy Neutron: Boy Genius,82 min,6.0,"['John A. Davis', '| ', '    Stars:', 'Debi Derryberry, ', 'Rob Paulsen, ', 'Megan Cavanagh, ', 'Mark DeCarlo']","34,860"
Naked,96 min,5.4,"['Michael Tiddes', '| ', '    Stars:', 'Marlon Wayans, ', 'Regina Hall, ', 'Dennis Haysbert, ', 'J.T. Jackson']","19,852"
Under the Shadow,84 min,6.8,"['Babak Anvari', '| ', '    Stars:', 'Narges Rashidi, ', 'Avin Manshadi, ', 'Bobby Naderi, ', 'Arash Marandi']","27,735"
My Love from Another Star,60 min,8.2,"['Jun Ji-hyun, ', 'Kim Soo-hyun, ', 'Park Hae-Jin, ', 'Yoo In-Na']","12,910"
Stavisky,120 min,6.5,"['Alain Resnais', '| ', '    Stars:', 'Jean-Paul Belmondo, ', 'Charles Boyer, ', 'François Périer, ', 'Anny Duperey']","2,205"
They Cloned Tyrone,,,"['Juel Taylor', '| ', '    Stars:', 'Jamie Foxx, ', 'John Boyega, ', 'Teyonah Parris, ', 'J. Alphonse Nicholson']",
Dare Me,42 min,6.6,"['Willa Fitzgerald, ', 'Herizen F. Guardiola, ', 'Marlo Kelly, ', 'Rob Heaps']","5,458"
W,60 min,8.1,"['Lee Jong-Suk, ', 'Han Hyo-joo, ', 'Jeong Eu-Gene, ', 'Kim Eui-sung']","10,534"
Rita,40 min,8.1,"['Mille Dinesen, ', 'Lise Baastrup, ', 'Nikolaj Groth, ', 'Carsten Bjørnlund']","9,112"
Terrified,87 min,6.4,"['Demián Rugna', '| ', '    Stars:', 'Maximiliano Ghione, ', 'Norberto Gonzalo, ', 'Elvira Onetto, ', 'George L. Lewis']","15,691"
Thumbelina,86 min,6.2,"['Don Bluth, ', 'Gary Goldman', '| ', '    Stars:', 'Jodi Benson, ', 'Gary Imhoff, ', 'Gino Conforti, ', 'Barbara Cook']","17,338"
The Wonderful Story of Henry Sugar,,,"['Wes Anderson', '| ', '    Stars:', 'Benedict Cumberbatch, ', 'Rupert Friend, ', 'Ralph Fiennes, ', 'Dev Patel']",
Dolemite Is My Name,118 min,7.2,"['Craig Brewer', '| ', '    Stars:', 'Eddie Murphy, ', 'Keegan-Michael Key, ', 'Mike Epps, ', 'Craig Robinson']","60,868"
7 Prisoners,93 min,7.1,"['Alexandre Moratto', '| ', '    Stars:', 'Christian Malheiros, ', 'Rodrigo Santoro, ', 'Lucas Oranmian, ', 'Vitor Julian']","7,244"
The Girl with All the Gifts,111 min,6.6,"['Colm McCarthy', '| ', '    Stars:', 'Sennia Nanua, ', 'Fisayo Akinade, ', 'Dominique Tipper, ', 'Paddy Considine']","59,969"
Outside the Wire,114 min,5.4,"['Mikael Håfström', '| ', '    Stars:', 'Anthony Mackie, ', 'Damson Idris, ', 'Enzo Cilenti, ', 'Emily Beecham']","42,472"
Romeo & Juliet,118 min,5.7,"['Carlo Carlei', '| ', '    Stars:', 'Hailee Steinfeld, ', 'Douglas Booth, ', 'Damian Lewis, ', 'Laura Morante']","11,991"
Scarface,93 min,7.7,"['Howard Hawks, ', 'Richard Rosson', '| ', '    Stars:', 'Paul Muni, ', 'Ann Dvorak, ', 'Karen Morley, ', 'Osgood Perkins']","28,107"
The Last Legion,101 min,5.4,"['Doug Lefler', '| ', '    Stars:', 'Colin Firth, ', 'Ben Kingsley, ', 'Aishwarya Rai Bachchan, ', 'Peter Mullan']","35,943"
Yeh Kaali Kaali Ankhein,51 min,7.0,"['Shweta Tripathi, ', 'Anchal Singh, ', 'Saurabh Shukla, ', 'Tahir Raj Bhasin']","7,492"
How to Build a Sex Room,45 min,6.6,['Melanie Rose'],865
Untitled Kanye West Documentary,97 min,7.9,"['Coodie, ', 'Chike Ozah', '| ', '    Stars:', 'Ye, ', '88 Keys, ', 'Justin Bieber, ', 'Tucker Carlson']",708
Masters of the Universe,,,"['Aaron Nee, ', 'Adam Nee', '| ', '    Star:', 'Kyle Allen']",
Tyrant,60 min,7.7,"['Adam Rayner, ', 'Jennifer Finnigan, ', 'Ashraf Barhom, ', 'Moran Atias']","22,938"
The Do-Over,108 min,5.7,"['Steven Brill', '| ', '    Stars:', 'Adam Sandler, ', 'David Spade, ', 'Paula Patton, ', 'Kathryn Hahn']","46,845"
Fishbowl Wives,44 min,6.2,"['Ryôko Shinohara, ', 'Masanobu Andô, ', 'Takanori Iwata, ', 'Anne Yatco']",975
You Me Her,28 min,7.0,"['Greg Poehler, ', 'Rachel Blanchard, ', 'Priscilla Faia, ', 'Melanie Papalia']","10,445"
The Kissing Booth 3,112 min,4.7,"['Vince Marcello', '| ', '    Stars:', 'Joey King, ', 'Joel Courtney, ', 'Jacob Elordi, ', 'Molly Ringwald']","16,962"
Rebellion,258 min,7.1,"['Michael Ford-FitzGerald, ', 'Jordanne Jones, ', 'Brian Gleeson, ', 'Jaelynne Wallace Ruane']","3,890"
Ride or Die,142 min,5.6,"['Ryûichi Hiroki', '| ', '    Stars:', 'Kiko Mizuhara, ', 'Honami Satô, ', 'Shinya Niiro, ', 'Shunsuke Tanaka']","1,974"
The Titan,97 min,4.8,"['Lennart Ruff', '| ', '    Stars:', 'Sam Worthington, ', 'Taylor Schilling, ', 'Tom Wilkinson, ', 'Agyness Deyn']","31,511"
Luther,,,"['Jamie Payne', '| ', '    Stars:', 'Cynthia Erivo, ', 'Idris Elba, ', 'Andy Serkis, ', 'Dermot Crowley']",
As the Crow Flies,45 min,6.3,"['Birce Akalay, ', 'Miray Daner, ', 'Ibrahim Celikkol, ', 'Burak Yamantürk']","3,890"
Badhaai Do,147 min,7.1,"['Harshavardhan Kulkarni', '| ', '    Stars:', 'Rajkummar Rao, ', 'Bhumi Pednekar, ', 'Chum Darang, ', 'Sheeba Chaddha']","17,828"
Kodachrome,105 min,6.8,"['Mark Raso', '| ', '    Stars:', 'Ed Harris, ', 'Jason Sudeikis, ', 'Elizabeth Olsen, ', 'Bruce Greenwood']","17,174"
Mystery Science Theater 3000,92 min,8.7,"['Joel Hodgson, ', 'Michael J. Nelson, ', 'Trace Beaulieu, ', 'Kevin Murphy']","24,646"
Dangerous Lies,96 min,5.3,"['Michael M. Scott', '| ', '    Stars:', 'Nick Purcha, ', 'Joe Costa, ', 'Camila Mendes, ', 'Briana Skye']","17,192"
Disappearance at Clifton Hill,100 min,5.4,"['Albert Shin', '| ', '    Stars:', 'Addison Tymec, ', 'Mikayla Radan, ', 'Tim Beresford, ', 'Janet Porter']","4,208"
Heart of Stone,,,"['Tom Harper', '| ', '    Stars:', 'Gal Gadot, ', 'Jamie Dornan, ', 'Alia Bhatt, ', 'Sophie Okonedo']",
The Worst Witch,30 min,7.2,"['Raquel Cassidy, ', 'Jenny Richardson, ', 'Clare Higgins, ', 'Dagny Rollins']","2,501"
The Mess You Leave Behind,56 min,6.7,"['Inma Cuesta, ', 'Bárbara Lennie, ', 'Tamar Novas, ', 'Arón Piper']","9,221"
Inuyasha,24 min,7.9,"['Kappei Yamaguchi, ', 'Richard Ian Cox, ', 'Darren Pleavin, ', 'Satsuki Yukino']","16,398"
Porco Rosso,94 min,7.7,"['Hayao Miyazaki', '| ', '    Stars:', 'Shûichirô Moriyama, ', 'Tokiko Katô, ', 'Bunshi Katsura Vi, ', 'Tsunehiko Kamijô']","89,540"
Mai,45 min,7.2,"['Sakshi Tanwar, ', 'Vivek Mushran, ', 'Wamiqa Gabbi, ', 'Raima Sen']","5,005"
The Eddy,,7.1,"['André Holland, ', 'Joanna Kulig, ', 'Leïla Bekhti, ', 'Adil Dehbi']","2,960"
Servant of the People,28 min,7.3,"['Volodymyr Zelenskyy, ', 'Vladyslav Dmytrenko, ', 'Anastasiya Chepelyuk, ', 'Boris Abramov']","3,486"
Freud,55 min,6.5,"['Robert Finster, ', 'Ella Rumpf, ', 'Georg Friedrich, ', 'Christoph F. Krutzler']","11,883"
Spectral,107 min,6.3,"['Nic Mathieu', '| ', '    Stars:', 'James Badge Dale, ', 'Emily Mortimer, ', 'Bruce Greenwood, ', 'Max Martini']","59,604"
Haseen Dillruba,135 min,6.9,"['Vinil Mathew', '| ', '    Stars:', 'Taapsee Pannu, ', 'Vikrant Massey, ', 'Harshvardhan Rane, ', 'Aditya Srivastav']","26,893"
Flowers,30 min,8.1,"['Sophia Di Martino, ', 'Olivia Colman, ', 'Julian Barratt, ', 'Daniel Rigby']","5,734"
Spaceman,,,"['Johan Renck', '| ', '    Stars:', 'Adam Sandler, ', 'Paul Dano, ', 'Carey Mulligan, ', 'Kunal Nayyar']",
Premium Rush,91 min,6.5,"['David Koepp', '| ', '    Stars:', 'Joseph Gordon-Levitt, ', 'Michael Shannon, ', 'Dania Ramirez, ', 'Sean Kennedy']","114,322"
Step Up Revolution,99 min,6.4,"['Scott Speer', '| ', '    Stars:', 'Kathryn McCormick, ', 'Ryan Guzman, ', 'Cleopatra Coleman, ', 'Misha Gabriel Hamilton']","56,405"
The Sleepover,100 min,5.6,"['Trish Sie', '| ', '    Stars:', 'Sadie Stanley, ', 'Maxwell Simkins, ', 'Cree Cicchino, ', 'Lucas Jaye']","10,604"
Skylines,113 min,4.7,"[""Liam O'Donnell"", '| ', '    Stars:', 'Lindsey Morgan, ', 'Jonathan Howard, ', 'Daniel Bernhardt, ', 'Rhona Mitra']","8,294"
Kakegurui,24 min,7.2,"['Saori Hayami, ', 'Tatsuya Tokutake, ', 'Miyuki Sawashiro, ', 'Minami Tanaka']","9,562"
Bubble,100 min,6.3,"['Tetsurô Araki', '| ', '    Stars:', 'Jun Shison, ', 'riria., ', 'Mamoru Miyano, ', 'Yûki Kaji']","5,311"
The Tale of The Princess Kaguya,137 min,8.0,"['Isao Takahata', '| ', '    Stars:', 'Chloë Grace Moretz, ', 'James Caan, ', 'Mary Steenburgen, ', 'James Marsden']","46,657"
Dear White People,30 min,6.1,"['Logan Browning, ', 'Brandon P Bell, ', 'DeRon Horton, ', 'Antoinette Robertson']","25,414"
Security,118 min,5.0,"['Peter Chelsom', '| ', '    Stars:', ""Marco D'Amore, "", 'Maya Sansa, ', 'Silvio Muccino, ', 'Valeria Bilello']","2,041"
Beyond Evil,70 min,8.1,"['Shin Ha-kyun, ', 'Yeo Jin-gu, ', 'Choi Dae-hoon, ', 'Shin-rock Kim']","3,289"
Suburra: Blood on Rome,50 min,7.9,"['Alessandro Borghi, ', 'Giacomo Ferrara, ', 'Filippo Nigro, ', 'Carlotta Antonelli']","14,700"
Into the Forest,101 min,5.8,"['Patricia Rozema', '| ', '    Stars:', 'Elliot Page, ', 'Evan Rachel Wood, ', 'Max Minghella, ', 'Callum Keith Rennie']","20,884"
The Professor,90 min,6.7,"['Wayne Roberts', '| ', '    Stars:', 'Johnny Depp, ', 'Rosemarie DeWitt, ', 'Odessa Young, ', 'Danny Huston']","32,751"
Wild Wild Country,403 min,8.1,"['Ma Anand Sheela, ', 'Philip Toelkes, ', 'Jane Stork, ', 'George Meredith']","31,079"
The Perfect Date,89 min,5.8,"['Chris Nelson', '| ', '    Stars:', 'Noah Centineo, ', 'Laura Marano, ', 'Odiseas Georgiadis, ', 'Camila Mendes']","39,275"
Untitled Hulk Hogan Biopic,,,['Chris Hemsworth'],
A Fall from Grace,120 min,5.8,"['Tyler Perry', '| ', '    Stars:', 'Crystal Fox, ', 'Phylicia Rashad, ', 'Bresha Webb, ', 'Mehcad Brooks']","15,613"
Touch,43 min,7.3,"['Kiefer Sutherland, ', 'David Mazouz, ', 'Gugu Mbatha-Raw, ', 'Lukas Haas']","42,718"
Sergio,118 min,6.2,"['Greg Barker', '| ', '    Stars:', 'Wagner Moura, ', 'Ana de Armas, ', ""Brían F. O'Byrne, "", 'Bradley Whitford']","9,960"
Untold: Operation Flagrant Foul,76 min,6.8,"['David Terry Fine', '| ', '    Stars:', 'Tim Donaghy, ', 'Matt Maltepes']","1,046"
Bad Trip,86 min,6.5,"['Kitao Sakurai', '| ', '    Stars:', 'Eric André, ', 'Michaela Conlin, ', 'Lil Rel Howery, ', 'Tiffany Haddish']","24,899"
Backstreet Rookie,60 min,7.5,"['Kim Yoo-jeong, ', 'Ji Chang-Wook, ', 'Sun Hwa Han, ', 'Kim Sun-young']","2,661"
Glória,40 min,7.9,"['Miguel Nunes, ', 'Matt Rippy, ', 'Stephanie Vogt, ', 'Carolina Amaral']","4,226"
Rescued by Ruby,90 min,7.1,"['Katt Shea', '| ', '    Stars:', 'Grant Gustin, ', 'Scott Wolf, ', 'Kaylah Zander, ', 'Camille Sullivan']","7,959"
Great News,22 min,7.0,"['Briga Heelan, ', 'Andrea Martin, ', 'Adam Campbell, ', 'Nicole Richie']","7,432"
Sabotage,109 min,5.7,"['David Ayer', '| ', '    Stars:', 'Arnold Schwarzenegger, ', 'Sam Worthington, ', 'Terrence Howard, ', 'Olivia Williams']","63,842"
Ada Twist Scientist,12 min,6.4,"['Nicholas Crovetti, ', 'Amanda Christine, ', 'Candace Kozak, ', 'Taye Diggs']",176
Cargo,105 min,6.3,"['Ben Howling, ', 'Yolanda Ramke', '| ', '    Stars:', 'Simone Landers, ', 'Martin Freeman, ', 'Marlee Jane McPherson-Dobbins, ', 'Lily Anne McPherson-Dobbins']","43,750"
That Girl Lay Lay,22 min,3.6,"['Gabrielle Nevaeh Green, ', 'Alaya High, ', 'Thomas Hobson, ', 'Tiffany Daniels']",323
Entrevías,79 min,6.7,"['Jose Coronado, ', 'Nona Sobo, ', 'Felipe Londoño, ', 'Laura Ramos']","1,937"
